,Rajonas,Gatve,Kaina,Kvadrato kaina,Kambariai,Plotas,Aukstas,Is viso aukstu
1476,Bajorai,Mokslininkų g.,60000,1667,1,36,1,2
1477,Naujoji Vilnia,A. Kojelavičiaus g.,60000,898,3,66.8,1,2
1478,Naujoji Vilnia,A. Paškevič-Ciotkos g.,75000,1071,3,70,6,6
1479,Naujoji Vilnia,A. Paškevič-Ciotkos g.,72500,1036,3,70,6,6
1480,Pilaitė,Priegliaus g.,108000,1714,3,63,1,7
1481,Jeruzalė,Kviečių g.,141710,1800,3,78.73,6,6
1482,Šeškinė,Čiobiškio g.,77300,1110,2,69.67,9,9
1483,Pilaitė,Bitėnų g.,112000,1806,3,62,3,4
1484,Pilaitė,Bitėnų g.,112000,1836,3,61,3,4
1485,Šnipiškės,Konstitucijos pr.,175000,2431,2,72,9,13
1486,Naujamiestis,J. Basanavičiaus g.,140000,2000,3,70,2,2
1487,Senamiestis,Lydos g.,189900,3165,2,60,1,3
1488,Senamiestis,Lydos g.,190112,3169,3,60,1,3
1489,Antakalnis,V. Grybo g.,112554,2247,2,50.1,1,4
1490,Antakalnis,Bistryčios g.,112554,2235,2,50.35,1,4
1491,Naujamiestis,M. K. Čiurlionio g.,161500,1755,2,92,4,4
1492,Naujininkai,Dzūkų g.,59999,1527,2,39.29,4,5
1493,Justiniškės,Rygos g.,92000,1500,2,61.33,4,5
1494,Antakalnis,L. Sapiegos g.,79900,2350,2,34,2,7
1495,Antakalnis,L. Sapiegos g.,79900,2350,1,34,2,7
1496,Avižieniai,Mokyklos g.,49000,1361,2,36,3,5
1497,Bukiškio k.,Mokyklos g.,49000,1361,2,36,3,5
1498,Naujininkai,Šaltkalvių g.,63000,955,3,66,1,5
1499,Žvėrynas,Saltoniškių g.,96000,2667,1,36,7,10
1500,Žvėrynas,Saltoniškių g.,134000,2271,2,59,2,2
1501,Pašilaičiai,Perkūnkiemio g.,67000,1841,2,36.39,11,12
1502,Karoliniškės,Algimanto Petro Kavoliuko g.,121500,1702,4,71.4,3,5
1503,Šnipiškės,Konstitucijos pr.,157430,3500,1,44.98,19,29
1504,Antakalnis,Kanklių g.,135000,2288,3,59,1,4
1505,Bajorai,Bajorų kel.,100800,1648,3,61.16,3,9
1506,Senamiestis,J. Basanavičiaus g.,600000,5357,4,112,4,4
1507,Šnipiškės,Lvovo g.,145000,2302,2,63,3,3
1508,Senamiestis,Lvovo g.,145000,2302,2,63,3,3
1509,Bajorai,Bajorų kel.,126700,1630,4,77.73,8,9
1510,Bajorai,Bajorų kel.,70200,1799,2,39.03,1,9
1511,Bajorai,Bajorų kel.,55400,1904,1,29.09,1,9
1512,Bajorai,Bajorų kel.,51600,1773,1,29.11,2,9
1513,Bajorai,Bajorų kel.,93400,1968,2,47.45,7,9
1514,Bajorai,Bajorų kel.,99600,1529,3,65.13,2,9
1515,Bajorai,Bajorų kel.,99500,1623,3,61.29,2,9
1516,Senamiestis,Klaipėdos g.,530000,3681,5,144,3,3
1517,Senamiestis,Savičiaus g.,310000,3483,3,89,3,3
1518,Senamiestis,Savičiaus g.,310000,3483,3,89,3,4
1519,Senamiestis,T. Kosciuškos g.,261000,3035,3,86,2,5
1520,Senamiestis,T. Kosciuškos g.,261000,3035,3,86,2,4
1521,Viršuliškės,Viršuliškių g.,79500,1849,2,42.99,1,11
1522,Senamiestis,Sodų g.,100000,2484,2,40.25,2,3
1523,Senamiestis,Savičiaus g.,236000,2987,3,79,3,3
1524,Viršuliškės,Viršuliškių g.,84700,1960,2,43.21,8,11
1525,Viršuliškės,Viršuliškių g.,101900,1775,3,57.42,2,11
1526,Viršuliškės,Viršuliškių g.,86300,1963,2,43.97,10,11
1527,Viršuliškės,Viršuliškių g.,89000,2033,2,43.77,11,11
1528,Žirmūnai,Trinapolio g.,136000,1838,3,74,8,9
1529,Antakalnis,Nemenčinės pl.,278000,2780,4,100,2,3
1530,Valakampiai,Nemenčinės pl.,278000,2780,4,100,2,3
1531,Pašilaičiai,Budiniškių g.,95000,1623,3,58.54,2,5
1532,Pašilaičiai,Budiniškių g.,113400,1542,4,73.55,2,5
1533,Pašilaičiai,Budiniškių g.,79700,1729,2,46.1,4,5
1534,Pašilaičiai,Budiniškių g.,80500,1653,2,48.69,1,5
1535,Pašilaičiai,Budiniškių g.,76600,1688,2,45.37,1,5
1536,Pašilaičiai,Budiniškių g.,89800,1527,2,58.79,1,5
1537,Bajorai,Bajorų kel.,69200,1752,2,39.49,1,6
1538,Bajorai,Bajorų kel.,69200,1752,2,39.49,1,6
1539,Bajorai,Bajorų kel.,48500,1911,1,25.38,1,6
1540,Bajorai,Bajorų kel.,69300,1755,2,39.49,1,9
1541,Bajorai,Bajorų kel.,98500,1646,3,59.85,1,6
1542,Bajorai,Bajorų kel.,72300,1715,2,42.15,1,9
1543,Bajorai,Bajorų kel.,49100,1935,1,25.37,2,6
1544,Bajorai,Bajorų kel.,71500,1772,2,40.35,3,9
1545,Bajorai,Bajorų kel.,100100,1673,3,59.85,2,6
1546,Bajorai,Bajorų kel.,104100,1497,4,69.52,1,6
1547,Žvėrynas,A. Mickevičiaus g.,400000,3001,4,133.3,1,2
1548,Žvėrynas,Stirnų g.,145000,3192,2,45.42,2,6
1549,Kalnėnai,Gurių g.,149900,1996,3,75.1,1,2
1550,Naujamiestis,Žemaitės g.,42900,1950,1,22,7,9
1551,Turniškės,Turniškių g.,129000,1766,4,73.06,3,3
1552,Naujamiestis,Naugarduko g.,60000,2097,1,28.61,1,2
1553,Lazdynai,Erfurto g.,84900,1327,4,64,7,9
1554,Lazdynai,Erfurto g.,84900,1327,4,64,7,9
1555,Lazdynai,Erfurto g.,84900,1327,4,64,7,9
1556,Lazdynai,Erfurto g.,84900,1340,4,63.34,7,9
1557,Bajorai,Bajorų Sodų 2-oji g.,149000,1953,3,76.3,2,2
1558,Užupis,Baltasis skg.,390000,3602,4,108.27,2,2
1559,Senamiestis,Baltasis skg.,390000,3602,4,108.27,2,2
1560,Naujoji Vilnia,Darželio g.,32500,1250,1,26,5,5
1561,Naujoji Vilnia,Darželio g.,32500,1250,1,26,5,5
1562,Naujoji Vilnia,Darželio g.,32500,1250,1,26,5,5
1563,Naujoji Vilnia,Darželio g.,32500,1250,1,26,5,5
1564,Naujoji Vilnia,Darželio g.,32500,1250,1,26,5,5
1565,Verkiai,Popieriaus g.,66800,1250,3,53.44,1,2
1566,Balsiai,Popieriaus g.,66800,1250,3,53.44,1,2
1567,Antakalnis,Kanklių g.,109900,2442,2,45,2,5
1568,Lazdynėliai,Neužmirštuolių g.,90000,1452,3,62,1,4
1569,Pašilaičiai,Pavilnionių g.,63900,1997,1,32,4,5
1570,Pašilaičiai,Pavilnionių g.,63900,1997,1,32,4,5
1571,Naujamiestis,Jogailos g.,99000,1980,1,50,1,5
1572,Šnipiškės,Lvovo g.,119000,2047,2,58.12,5,6
1573,Senamiestis,Trakų g.,410000,4184,3,98,2,3
1574,Naujamiestis,Kedrų g.,52000,2737,1,19,2,5
1575,Naujamiestis,Savanorių pr.,44000,3143,1,14,1,5
1576,Naujamiestis,Savanorių pr.,28000,2333,1,12,1,5
1577,Fabijoniškės,Salomėjos Nėries g.,99999,1437,3,69.58,10,12
1578,Pilaitė,Nidos g.,93000,1930,2,48.18,9,9
1579,Naujamiestis,Birželio 23-iosios g.,87000,2432,1,35.77,2,9
1580,Naujamiestis,Birželio 23-iosios g.,137000,2522,2,54.33,2,9
1581,Naujamiestis,Birželio 23-iosios g.,170500,2353,3,72.45,3,9
1582,Antakalnis,Petro Rimšos g.,181000,1778,3,101.78,2,3
1583,Senamiestis,Aguonų g.,275000,2696,4,102,5,6
1584,Lazdynai,Architektų g.,18000,900,1,20,4,5
1585,Žirmūnai,Trinapolio g.,136000,1853,3,73.39,9,9
1586,Karoliniškės,Laisvės pr.,49000,1485,1,33,2,12
1587,Naujamiestis,Gedimino pr.,699000,5974,3,117,5,5
1588,Naujamiestis,Gedimino pr.,190000,2018,3,94.15,2,4
1589,Senamiestis,Gedimino pr.,190000,2018,3,94.15,2,4
1590,Senamiestis,Gedimino pr.,190000,2018,3,94.15,2,4
1591,Pašilaičiai,Perkūnkiemio g.,107000,1549,2,69.06,1,9
1592,Rasos,Stadiono g.,151000,1678,3,90,3,5
1593,Šnipiškės,Šeimyniškių g.,198000,1633,4,121.28,2,7
1594,Žirmūnai,Šeimyniškių g.,198000,1633,4,121.28,2,7
1595,Naujamiestis,M. K. Čiurlionio g.,430000,4095,4,105,3,4
1596,Justiniškės,Laisvės pr.,105000,1591,2,66,5,5
1597,Žemieji Paneriai,Savanorių pr.,90762,926,4,98,2,5
1598,Žemieji Paneriai,Savanorių pr.,44885,922,2,48.69,2,5
1599,Žemieji Paneriai,Savanorių pr.,47500,981,2,48.41,5,5
1600,Žemieji Paneriai,Savanorių pr.,36388,1239,2,29.37,2,5
1601,Žemieji Paneriai,Savanorių pr.,36997,920,2,40.2,1,5
1602,Žemieji Paneriai,Savanorių pr.,37803,927,2,40.78,2,5
1603,Žemieji Paneriai,Savanorių pr.,38229,932,2,41,2,5
1604,Žemieji Paneriai,Savanorių pr.,36918,905,2,40.78,3,5
1605,Žemieji Paneriai,Savanorių pr.,38500,1176,2,32.73,2,5
1606,Šnipiškės,Kintų g.,100000,2272,2,44.02,6,7
1607,Rasos,Rasų g.,229000,3578,2,64,2,2
1608,Rasos,Dzūkų g.,45000,1452,1,31,0,9
1609,Naujamiestis,T. Ševčenkos g.,121000,1391,2,87,2,6
1610,Antakalnis,Šilo g.,142000,1340,5,106,1,5
1611,Antakalnis,V. Grybo g.,142000,1340,5,106,1,5
1612,Pilaitė,I. Simonaitytės g.,133000,2026,3,65.64,4,4
1613,Karoliniškės,Apolinaro Juozo Povilaičio g.,65000,1383,2,47,3,5
1614,Naujamiestis,Kauno g.,73500,2552,2,28.8,4,4
1615,Naujamiestis,Kauno g.,73500,2553,2,28.79,4,4
1616,Žvėrynas,Stirnų g.,141000,3017,2,46.74,1,6
1617,Pilaitė,Karaliaučiaus g.,119000,1909,3,62.35,1,2
1618,Liepkalnis,Liepkalnio g.,52000,1817,2,28.62,2,2
1619,Karoliniškės,Apolinaro Juozo Povilaičio g.,83500,1311,3,63.7,4,9
1620,Justiniškės,Taikos g.,72000,1145,3,62.9,5,9
1621,Šnipiškės,Žalgirio g.,255000,2770,3,92.06,7,7
1622,Senamiestis,Šaltinių g.,156000,3000,2,52,3,3
1623,Šnipiškės,Jurgio Lebedžio g.,79000,2599,2,30.4,2,4
1624,Baltupiai,Jurgio Lebedžio g.,79000,2599,2,30.4,2,4
1625,Šnipiškės,Giedraičių g.,96000,1978,2,48.53,6,9
1626,Žirmūnai,Rinktinės g.,73300,1879,2,39,3,4
1627,Justiniškės,Taikos g.,55000,1549,1,35.5,3,5
1628,Šnipiškės,Giedraičių g.,85000,2001,2,42.47,5,9
1629,Šnipiškės,Giedraičių g.,80000,2100,2,38.1,7,9
1630,Senamiestis,Vokiečių g.,359000,2967,4,121,4,4
1631,Šnipiškės,Giedraičių g.,67000,2205,1,30.38,5,9
1632,Šnipiškės,Konstitucijos pr.,185000,2226,2,83.12,23,27
1633,Pilaitė,Bitėnų g.,145000,1292,4,112.19,1,3
1634,Senamiestis,Rusų g.,360000,2757,4,130.6,2,4
1635,Senamiestis,Pilies g.,360000,2757,5,130.6,2,4
1636,Antakalnis,Tramvajų g.,258000,1983,4,130.1,2,2
1637,Antakalnis,Antakalnio g.,199000,1843,4,108,6,13
1638,Antakalnis,Antakalnio g.,200000,1852,4,108,6,13
1639,Senamiestis,Ligoninės g.,130000,2407,2,54,1,3
1640,Naujamiestis,Savanorių pr.,209000,2200,4,95,8,27
1641,Fabijoniškės,Fabijoniškių g.,117000,2266,2,51.63,1,9
1642,Valakampiai,Svajonių g.,154986,2870,2,54,2,3
1643,Valakampiai,Svajonių g.,154977,2870,2,54,2,3
1644,Karoliniškės,Dariaus Gerbutavičiaus g.,55000,1667,1,33,8,9
1645,Karoliniškės,Rolando Jankausko g.,87000,1115,4,78,5,5
1646,Antakalnis,Švyturio g.,139800,1770,3,79,1,5
1647,Šnipiškės,Šilutės g.,45500,1197,1,38,1,2
1648,Senamiestis,Gaono g.,260000,4262,2,61,2,3
1649,Naujamiestis,Mindaugo g.,138000,2489,2,55.44,4,9
1650,Karoliniškės,Dariaus Gerbutavičiaus g.,77000,988,4,77.9,1,5
1651,Grigiškės,Saulės g.,89000,802,4,111,1,2
1652,Lentvario m.,Saulės g.,89000,802,4,111,1,2
1653,Bajorai,Bičiulių g.,85000,2073,2,41,2,2
1654,Avižieniai,Kardelių g.,85000,2073,2,41,2,2
1655,Senamiestis,Aukų g.,140000,2154,3,65,2,3
1656,Senamiestis,Aukų g.,140000,2154,3,65,2,3
1657,Senamiestis,Bazilijonų g.,208096,2800,3,74.32,4,4
1658,Naujininkai,Dzūkų g.,43000,1433,1,30,1,5
1659,Senamiestis,A. Rotundo g.,340000,2972,4,114.4,4,4
1660,Lazdynėliai,Lazdynėlių g.,107000,1554,3,68.85,1,4
1661,Lazdynėliai,Lazdynėlių g.,107000,1554,3,68.85,1,4
1662,Pilaitė,Gilužio g.,102700,1584,3,64.82,1,3
1663,Pilaitė,Gilužio g.,103700,1599,3,64.85,1,3
1664,Lazdynėliai,Lazdynėlių g.,103000,1589,2,64.82,2,4
1665,Lazdynėliai,Lazdynėlių g.,73500,1680,2,43.74,3,4
1666,Lazdynėliai,Lazdynėlių g.,71500,1635,2,43.74,3,4
1667,Lazdynėliai,Lazdynėlių g.,73500,1680,2,43.74,3,4
1668,Šeškinė,Ozo g.,103000,1845,3,55.84,2,5
1669,Šeškinė,Ozo g.,120000,1913,3,62.73,4,5
1670,Pilaitė,Gilužio g.,52000,1714,1,30.33,3,3
1671,Pilaitė,Karaliaučiaus g.,92360,1956,2,47.22,9,9
1672,Pilaitė,Karaliaučiaus g.,92187,1794,2,51.39,3,9
1673,Pilaitė,Tvankstos g.,59000,1532,1,38.52,6,6
1674,Pavilnys,Tuputiškių g.,50000,877,3,57,1,2
1675,Senamiestis,A. Goštauto g.,169000,2192,3,77.1,4,7
1676,Naujamiestis,S. Konarskio g.,169999,2267,3,75,3,9
1677,Antakalnis,Turniškių g.,165000,3433,2,48.06,2,3
1678,Antakalnis,Turniškių g.,165000,3433,2,48.06,2,3
1679,Valakampiai,Turniškių g.,165000,3433,2,48.06,2,3
1680,Valakampiai,Turniškių g.,165000,3438,2,48,2,3
1681,Fabijoniškės,S. Stanevičiaus g.,79900,1204,3,66.37,7,9
1682,Avižieniai,Ežeraičio g.,123913,1850,3,66.98,2,2
1683,Didieji Gulbinai,Toluvos g.,78000,1000,3,78,1,2
1684,Kalnėnai,Juodasis kel.,95000,913,5,104,1,2
1685,Naujoji Vilnia,Parko g.,75000,904,4,83,4,5
1686,Baltupiai,Žirmūnų g.,95000,1532,3,62,2,5
1687,Žirmūnai,Žirmūnų g.,95000,1532,3,62,2,5
1688,Senamiestis,Šv. Jono g.,299000,3698,3,80.85,3,4
1689,Justiniškės,Taikos g.,118500,1749,3,67.76,1,4
1690,Justiniškės,Taikos g.,82500,1739,2,47.44,2,4
1691,Justiniškės,Taikos g.,112000,1710,4,65.49,4,4
1692,Justiniškės,Taikos g.,100750,1770,3,56.92,3,4
1693,Antakalnis,Antakalnio g.,92500,2201,2,42.03,4,5
1694,Senamiestis,Gedimino pr.,157300,2700,3,58.25,4,4
1695,Bajorai,Vanaginės Sodų 3-ioji g.,255000,2742,3,93,1,2
1696,Senamiestis,Kauno g.,115000,2995,2,38.4,5,6
1697,Bajorai,Bajorų Sodų 17-oji g.,259000,1727,4,150,1,2
1698,Antakalnis,Petro Rimšos g.,168000,1541,2,109,3,4
1699,Santariškės,Žaliųjų Ežerų g.,56980,1425,1,40,1,8
1700,Žvėrynas,Birutės g.,212567,4724,2,45,2,3
1701,Žvėrynas,Birutės g.,881454,5037,5,175,3,3
1702,Pašilaičiai,Gabijos g.,76900,1148,3,67,1,9
1703,Šnipiškės,Kalvarijų g.,109000,1627,3,67,2,5
1704,Šnipiškės,Kalvarijų g.,109000,1627,3,67,2,5
1705,Jeruzalė,Braškių g.,72000,1440,2,50,5,5
1706,Baltupiai,Šeškinės Sodų g.,175000,1636,5,107,1,2
1707,Antakalnis,Rato g.,225000,2552,4,88.16,2,3
1708,Valakampiai,Rato g.,225000,2552,4,88.16,2,3
1709,Tarandė,Užubalių g.,123000,2101,3,58.53,1,2
1710,Karoliniškės,Dariaus Gerbutavičiaus g.,77000,987,4,78,1,5
1711,Liepkalnis,Perlojos g.,30000,1182,1,25.39,1,1
1712,Senamiestis,V. Mykolaičio-Putino g.,520000,5778,2,90,4,8
1713,Naujamiestis,V. Mykolaičio-Putino g.,520000,5778,2,90,4,8
1714,Senamiestis,T. Kosciuškos g.,380000,2533,4,150,2,4
1715,Antakalnis,T. Kosciuškos g.,380000,2533,4,150,2,4
1716,Senamiestis,Vilniaus g.,358000,2469,4,145,3,3
1717,Senamiestis,Šaltinių g.,350000,4667,4,75,6,6
1718,Naujininkai,Kaminkelio g.,160000,1468,3,109,4,4
1719,Užupis,Krivūlės g.,114000,3257,2,35,2,4
1720,Senamiestis,Krivūlės g.,114000,3257,2,35,2,4
1721,Senamiestis,Naugarduko g.,265817,3250,4,81.79,2,4
1722,Žvėrynas,Paribio g.,398000,3317,4,120,4,4
1723,Naujamiestis,M. K. Čiurlionio g.,600000,2564,6,234,3,3
1724,Naujamiestis,Vinco Kudirkos g.,250000,2273,4,110,4,4
1725,Markučiai,Paplaujos g.,123000,1977,3,62.2,2,5
1726,Užupis,Paplaujos g.,123000,1977,3,62.2,2,5
1727,Senamiestis,Mindaugo g.,195000,2657,3,73.4,7,7
1728,Senamiestis,Gedimino pr.,118000,3688,1,32,3,5
1729,Naujamiestis,Gedimino pr.,107000,3344,1,32,3,5
1730,Senamiestis,Gedimino pr.,114000,3563,1,32,3,5
1731,Senamiestis,Raugyklos g.,118000,2495,1,47.29,1,4
1732,Senamiestis,Raugyklos g.,220000,2746,4,80.11,1,4
1733,Naujamiestis,Raugyklos g.,220000,2733,4,80.5,1,4
1734,Senamiestis,Raugyklos g.,220000,2746,4,80.11,1,4
1735,Senamiestis,Raugyklos g.,220000,2733,4,80.5,1,4
1736,Užupis,Polocko g.,570000,2028,5,281,1,3
1737,Senamiestis,J. Basanavičiaus g.,420000,4516,3,93,3,3
1738,Senamiestis,Raugyklos g.,150000,3129,2,47.94,4,4
1739,Senamiestis,Raugyklos g.,150000,3125,2,48,4,4
1740,Naujamiestis,Raugyklos g.,150000,3125,2,48,4,4
1741,Naujamiestis,Raugyklos g.,150000,3128,2,47.95,4,4
1742,Senamiestis,Raugyklos g.,202000,2617,3,77.18,1,4
1743,Naujamiestis,Raugyklos g.,202000,2606,3,77.5,1,4
1744,Senamiestis,Raugyklos g.,202000,2617,3,77.18,1,4
1745,Žirmūnai,Žirmūnų g.,230000,1243,5,185,4,4
1746,Senamiestis,Šiaulių g.,390000,4756,2,82,1,4
1747,Senamiestis,Šiaulių g.,390000,4756,2,82,1,4
1748,Šnipiškės,A. Juozapavičiaus g.,595000,3914,4,152,9,12
1749,Senamiestis,A. Juozapavičiaus g.,595000,3914,4,152,9,12
1750,Senamiestis,Žygimantų g.,465000,3661,3,127,3,5
1751,Senamiestis,Stiklių g.,180000,2857,2,63,3,3
1752,Naujamiestis,Savanorių pr.,145000,3295,2,44,10,11
1753,Senamiestis,Vokiečių g.,199000,2926,2,68,2,4
1754,Senamiestis,Vokiečių g.,199000,2926,3,68,2,4
1755,Užupis,Peteliškių g.,195000,3265,3,59.73,2,5
1756,Užupis,Peteliškių g.,299000,3273,4,91.34,2,5
1757,Šnipiškės,Konstitucijos pr.,350000,3097,3,113,23,27
1758,Senamiestis,Žemaitijos g.,66500,4750,1,14,3,3
1759,Naujamiestis,M. Valančiaus g.,170000,4595,1,37,3,5
1760,Užupis,Polocko g.,432000,4500,3,96,2,5
1761,Senamiestis,Olimpiečių g.,440000,5238,3,84,2,4
1762,Senamiestis,Mindaugo g.,290000,3811,2,76.09,6,7
1763,Šnipiškės,Rinktinės g.,197000,4104,2,48,1,7
1764,Senamiestis,Žemaitijos g.,295000,3430,3,86,4,4
1765,Žvėrynas,Pieninės g.,212000,3164,3,67,2,6
1766,Senamiestis,Vingrių g.,291000,2725,3,106.79,4,5
1767,Senamiestis,Vingrių g.,291000,2725,4,106.79,4,5
1768,Senamiestis,Krivių g.,200000,2987,3,66.96,3,3
1769,Užupis,Krivių g.,200000,2987,3,66.96,3,3
1770,Senamiestis,T. Kosciuškos g.,183000,2609,2,70.14,1,4
1771,Pašilaičiai,Leičių g.,89011,1960,2,45.42,9,9
1772,Antakalnis,Saulėtekio al.,230000,1949,4,118,1,3
1773,Verkiai,Popieriaus g.,25000,1000,1,25,2,2
1774,Antakalnis,Peteliškių g.,104500,2188,2,47.77,1,5
1775,Užupis,Peteliškių g.,169500,2746,3,61.73,5,5
1776,Senamiestis,Bernardinų g.,250000,2688,3,93,2,3
1777,Antakalnis,Šilo g.,142000,1476,4,96.22,1,5
1778,Pašilaičiai,Žemynos g.,78000,1057,4,73.78,9,9
1779,Pašilaičiai,Žemynos g.,78000,1057,3,73.78,9,9
1780,Justiniškės,Justiniškių g.,69000,1005,3,68.66,8,9
1781,Markučiai,Subačiaus g.,23000,1294,1,17.78,2,9
1782,Užupis,Užupio g.,385000,4211,2,91.43,4,4
1783,Grigiškės,Jaunimo skg.,14500,803,1,18.05,3,5
1784,Grigiškės,Jaunimo skg.,14500,803,1,18.05,3,5
1785,Valakampiai,Nugalėtojų g.,299000,2378,3,125.75,2,3
1786,Užupis,Užupio g.,150000,2474,2,60.63,1,3
1787,Pašilaičiai,Gabijos g.,63000,926,3,68,1,9
1788,Žirmūnai,Tuskulėnų g.,63000,1750,1,36,6,12
1789,Šnipiškės,Daugėliškio g.,46000,958,2,48,1,1
1790,Šnipiškės,Šilutės g.,46000,958,3,48,1,1
1791,Šnipiškės,Krokuvos g.,166000,1677,3,99,5,6
1792,Žvėrynas,Stumbrų g.,180000,2466,3,73,1,6
1793,Pilaitė,Nidos g.,71000,1651,2,43,1,6
1794,Markučiai,Manufaktūrų g.,73710,1951,1,37.79,2,5
1795,Markučiai,Manufaktūrų g.,75915,2104,1,36.08,1,5
1796,Markučiai,Manufaktūrų g.,96285,1751,2,55,2,5
1797,Markučiai,Manufaktūrų g.,136068,1700,4,80.04,1,6
1798,Markučiai,Manufaktūrų g.,128700,1950,2,66,2,5
1799,Bajorai,Fizikų g.,96476,1991,2,48.46,2,5
1800,Bajorai,Fizikų g.,102700,1593,3,64.48,1,4
1801,Bajorai,Fizikų g.,99200,1750,3,56.69,5,5
1802,Bajorai,Fizikų g.,80000,1651,2,48.47,2,5
1803,Bajorai,Fizikų g.,80400,1656,2,48.56,2,4
1804,Bajorai,Fizikų g.,80400,1649,2,48.75,2,5
1805,Bajorai,Fizikų g.,79000,1846,2,42.8,4,5
1806,Markučiai,Manufaktūrų g.,81042,1954,2,41.47,1,5
1807,Markučiai,Manufaktūrų g.,264045,2896,3,91.18,1,5
1808,Markučiai,Manufaktūrų g.,105963,1750,2,60.55,3,6
1809,Naujamiestis,Pamėnkalnio g.,180000,2250,3,80,2,4
1810,Markučiai,Manufaktūrų g.,269888,3201,3,84.32,5,5
1811,Žemieji Paneriai,Vaduvos g.,69900,1143,3,61.17,1,3
1812,Naujamiestis,Geležinio Vilko g.,18500,1036,1,17.86,8,14
1813,Šnipiškės,Širvintų g.,21900,881,1,24.86,2,5
1814,Naujamiestis,V. Pietario g.,81000,1421,3,57,4,5
1815,Markučiai,Manufaktūrų g.,185224,2597,3,71.33,2,4
1816,Naujamiestis,S. Konarskio g.,129000,1514,3,85.19,2,4
1817,Lazdynai,Viržių g.,90000,1125,4,80,1,1
1818,Pašilaičiai,Laisvės pr.,65000,1537,2,42.3,3,6
1819,Pašilaičiai,Gabijos g.,139000,1663,3,83.59,4,5
1820,Naujamiestis,Naugarduko g.,73000,1521,2,48,4,5
1821,Fabijoniškės,S. Stanevičiaus g.,120000,2134,2,56.23,5,5
1822,Pašilaičiai,Pašilaičių g.,65500,1249,2,52.43,6,9
1823,Senamiestis,Plačioji g.,184600,2991,3,61.72,2,3
1824,Pašilaičiai,Laisvės pr.,80000,2000,2,40,6,6
1825,Pašilaičiai,Laisvės pr.,69000,1745,2,39.54,6,6
1826,Valakampiai,Rato g.,118700,2824,2,42.04,1,3
1827,Antakalnis,Rato g.,118700,2824,2,42.04,1,3
1828,Šnipiškės,Rinktinės g.,243942,1975,5,123.51,2,9
1829,Šnipiškės,Rinktinės g.,124511,2540,2,49.02,7,9
1830,Baltupiai,Baltupio g.,19800,1120,1,17.68,6,12
1831,Šnipiškės,Rinktinės g.,141652,2800,2,50.59,8,9
1832,Šnipiškės,Rinktinės g.,170193,2290,3,74.32,5,9
1833,Šnipiškės,Rinktinės g.,179872,2240,3,80.3,5,6
1834,Šnipiškės,Rinktinės g.,81481,2418,1,33.7,4,8
1835,Šnipiškės,Rinktinės g.,89900,2668,1,33.7,5,8
1836,Karoliniškės,Algimanto Petro Kavoliuko g.,64000,985,3,65,1,9
1837,Karoliniškės,Algimanto Petro Kavoliuko g.,64000,1000,3,64,1,9
1838,Lazdynai,Lazdynų g.,67500,1534,2,44,1,3
1839,Šnipiškės,Konstitucijos pr.,245000,2500,3,98,12,13
1840,Šnipiškės,Konstitucijos pr.,230000,2941,2,78.2,12,27
1841,Šnipiškės,Konstitucijos pr.,220000,2785,2,79,12,27
1842,Senamiestis,Konstitucijos pr.,220000,2785,2,79,12,27
1843,Šnipiškės,Konstitucijos pr.,218000,2788,2,78.18,12,27
1844,Naujamiestis,Savanorių pr.,150000,2308,2,65,11,18
1845,Valakampiai,Svajonių g.,340000,3036,4,112,3,4
1846,Visoriai,Bajorų Sodų 2-oji g.,98000,2333,1,42,2,2
1847,Naujininkai,Zanavykų g.,59000,1283,2,46,4,5
1848,Šnipiškės,Žalgirio g.,195000,2097,3,93,4,7
1849,Salininkai,Kalviškių g.,53000,1152,2,46,3,3
1850,Salininkai,Kalviškių g.,53000,1128,2,47,3,3
1851,Pašilaičiai,Perkūnkiemio g.,89900,1425,2,63.09,14,16
1852,Pašilaičiai,Perkūnkiemio g.,89900,1425,3,63.09,14,16
1853,Naujamiestis,Kedrų g.,54000,2571,1,21,3,5
1854,Pašilaičiai,Leičių g.,85000,1871,2,45.42,6,9
1855,Lazdynėliai,Jonažolių g.,87500,1709,2,51.2,3,7
1856,Šnipiškės,Kernavės g.,224900,2800,3,80.32,9,9
1857,Šnipiškės,Kernavės g.,224900,2800,4,80.32,9,9
1858,Šnipiškės,Kernavės g.,97200,2245,2,43.3,5,8
1859,Žirmūnai,Kernavės g.,97400,2249,2,43.3,5,8
1860,Šnipiškės,Naujakiemio g.,110500,2250,2,49.12,2,8
1861,Šnipiškės,Kernavės g.,154100,2200,3,70.05,3,9
1862,Jeruzalė,Kviečių g.,72300,1899,1,38.08,6,6
1863,Senamiestis,Gedimino pr.,380000,4471,3,85,4,6
1864,Pašilaičiai,Leičių g.,84800,1599,2,53.02,5,9
1865,Pašilaičiai,Leičių g.,84999,1871,2,45.42,6,9
1866,Fabijoniškės,Fabijoniškių g.,84500,1515,2,55.76,5,5
1867,Fabijoniškės,Fabijoniškių g.,84500,1457,2,58,5,5
1868,Fabijoniškės,Fabijoniškių g.,85000,1518,2,56,5,5
1869,Fabijoniškės,Fabijoniškių g.,86500,1491,2,58,5,5
1870,Pilaitė,Šarkuvos g.,87000,921,3,94.5,3,3
1871,Žvėrynas,Liepyno g.,289000,3568,3,81,6,9
1872,Bajorai,Fizikų g.,88000,1725,2,51,1,9
