id;adresas;namo_valdytojas;valdymo_forma;paskyrimo_pagrindas;administratoriaus_pabaigos_Data;paskirtis;uni_nr;bendr_plotas;naud_plotas;build_year;renov_metai;renovacijos_statusas;energ_naudingumo_klase;butu_skaicius;negyvenamuju_palapu_skaicius;korpusas;sklypo_plotas
5586;Lenkų g. 3A;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0190-8027;285.22;191.31;1940;;Nerenovuotas;;7;1;2A1m;0.00
5587;Lenkų g. 3B;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0190-8016;242.47;226.48;1940;;Nerenovuotas;;7;0;1A1m;0.00
5588;Liepkalnio g. 27;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0194-4012;258.76;199.94;1940;;Nerenovuotas;;5;1;1A1m;0.00
5589;Liepkalnio g. 31;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0194-7015;86.57;86.57;1940;;Nerenovuotas;;3;0;1A1ž;0.00
5590;Liepkalnio g. 41;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0195-2014;349.75;259.34;1940;;Nerenovuotas;;6;0;1A2m;0.00
5591;Liepkalnio g. 43;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0195-4010;335.20;332.89;1940;;Nerenovuotas;;8;0;1A2m;0.00
5592;Liepkalnio g. 67;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-1045-6010;464.42;361.59;1961;;Nerenovuotas;;8;0;5A2p;0.00
5593;Liepkalnio g. 69;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-9009-2014;1268.16;525.39;1959;;Nerenovuotas;;11;2;1A3p;0.00
5594;Liepkalnio g. 71;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8011-7010;1163.27;984.37;1958;;Nerenovuotas;;23;2;1N2p;0.00
5595;Liepkalnio g. 75;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-6006-5018;593.79;444.61;1966;;Renovuojamas;;8;1;2A2p;0.00
5596;Liepkalnio g. 77;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-6006-3016;720.03;508.53;1956;;Nerenovuotas;;9;1;1A2p;0.00
5597;Liepkalnio g. 79;UAB Naujininkų ūkis;Administravimas;2017-05-24 Nr. 30-1531;2022-05-24;Gyvenamoji (trys ir daugiau butų);1095-4005-1012;127.03;127.03;1977;;Nerenovuotas;;4;0;1A1ž;0.00
5598;Margirio g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0224-9014;126.19;126.19;1940;;Nerenovuotas;;3;0;1A1m;0.00
5599;Mechanikų g. 3;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-5007-8016;742.61;641.06;1975;2009;Dalinė renovacija;;21;0;1N2p;0.00
5600;Mechanikų g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-6004-7012;770.26;664.37;1976;2009;Dalinė renovacija;;22;0;1A2p;0.00
5601;Mechanikų g. 5A;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-2008-5010;767.41;557.77;1982;2009;Dalinė renovacija;;24;1;1N2p;0.00
5602;Miško g. 10;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);1094-0238-6014;162.94;162.94;1940;;Nerenovuotas;;4;0;1A1m;0.00
5603;Mokyklos g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-8008-3010;272.00;272.00;1952;;Nerenovuotas;;6;0;1A2p;0.00
5604;Mokyklos g. 2;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-5004-4016;269.09;266.55;1955;;Nerenovuotas;;8;0;1A2p;0.00
5605;Mokyklos g.  3, Grigiškės;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-1003-2010;352.59;352.59;1951;;Nerenovuotas;;6;0;1A2p;0.00
5606;Mokyklos g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-5004-5017;224.93;224.93;1955;;Nerenovuotas;;13;0;1A2p;0.00
5607;Mokyklos g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-8008-4019;275.15;275.15;1958;;Nerenovuotas;;6;0;1A2p;0.00
5608;Mokyklos g. 6;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-5004-6014;229.07;229.07;1955;;Nerenovuotas;;8;0;1A2p;0.00
5609;Mokyklos g. 8;UAB Servico;Administravimas;2018-11-08 Nr. 30-3452/18(2.1.1E-TD2);2023-11-08;Gyvenamoji (trys ir daugiau butų);7995-5004-7011;321.23;321.23;1955;2016;Renovuotas;;7;0;1A2p;0.00
5610;Mūrinės Vokės g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7998-1009-4016;378.92;378.92;1960;;Nerenovuotas;;9;0;1A2p;0.00
5611;Naujininkų g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-1021-5015;689.65;530.61;1961;2016;Renovuotas;;12;0;1A3p;0.00
5612;Naujininkų g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0248-4026;301.89;163.14;1940;;Nerenovuotas;;4;2;4A1m;0.00
5613;Naujininkų g. 12;UAB Naujininkų ūkis;Administravimas;2012-09-28 Nr. 30-1917;;Gyvenamoji (trys ir daugiau butų);1094-0248-4015;55.28;49.51;1940;;Nerenovuotas;;2;0;2A1m;0.00
5614;Naujininkų g. 13;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-7008-4014;405.22;323.09;1957;;Nerenovuotas;;6;0;1A2p;0.00
5615;Naujininkų g. 15;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);1095-8015-1011;396.62;319.14;1958;;Nerenovuotas;;6;0;1A2p;0.00
5616;Naujininkų g. 16;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0248-6012;148.47;141.68;1940;;Nerenovuotas;;5;0;1A1m;0.00
5617;Naujininkų g. 2;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1096-1033-1014;639.88;547.34;1961;;Nerenovuotas;;12;0;1A3p;0.00
5618;Naujininkų g. 21;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-2008-9010;1364.04;1071.13;1982;;Nerenovuotas;;20;0;1A4p;0.00
5619;Naujininkų g. 23;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-1007-2018;2670.24;2245.81;1981;;Nerenovuotas;;40;0;1A5p;0.00
5620;Naujininkų g. 25A;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0303-8024;236.15;236.15;1940;;Nerenovuotas;;6;0;2A1m;0.00
5621;Naujininkų g. 3;UAB Rasų valda;Administravimas;2018-12-17 Nr. 30-3832/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1095-8015-0014;1254.40;759.84;1958;;Nerenovuotas;;14;2;1A3p;0.00
5622;Naujininkų g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-5005-9013;394.04;321.08;1955;;Renovuojamas;;6;0;1A2p;0.00
5623;Naujininkų g. 6;UAB Rasų valda;Administravimas;2018-12-17 Nr. 30-3832/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1095-5006-0012;500.99;316.09;1955;;Nerenovuotas;;6;1;1A2p;0.00
5624;Naujininkų g. 7;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0248-2020;482.83;332.71;1940;;Nerenovuotas;;13;2;1A2p;0.00
5625;Naujininkų g. 8;UAB Naujininkų ūkis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1095-5006-1010;392.98;319.70;1955;;Planuojamas renovuoti;;6;0;1A2p;0.00
5626;P. Žvirkos g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4195-4008-5013;366.59;366.59;1954;;Nerenovuotas;;10;0;1A1p;0.00
5627;Panevėžio g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-8016-3013;1314.94;1047.93;1967;;Renovuojamas;;16;0;1A4p;0.00
5628;Panevėžio g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0269-2019;354.72;253.66;1940;;Nerenovuotas;;8;1;1A1m;0.00
5629;Panevėžio g. 12;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0269-2026;100.14;100.14;1940;;Nerenovuotas;;3;0;2A1m;0.00
5630;Panevėžio g. 16;UAB Rasų valda;Administravimas;2018-12-17 Nr. 30-3832/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0269-3016;275.89;196.98;1940;;Nerenovuotas;;6;0;1A1ž;0.05
5631;Panevėžio g. 24;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0269-7016;196.10;178.12;1940;;Nerenovuotas;;4;0;1A1m;0.00
5632;Panevėžio g. 25;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0269-8013;151.17;144.90;1940;;Nerenovuotas;;4;0;1A1m;0.14
5633;Panevėžio g. 28;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0063-9021;157.16;157.16;1940;;Nerenovuotas;;4;0;2A2ž;0.00
5634;Panevėžio g. 28;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0063-9010;294.04;275.14;1940;;Nerenovuotas;;8;1;1A2p;0.00
5635;Panevėžio g. 30;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0269-9010;286.80;261.32;1940;;Nerenovuotas;;6;0;1A2pm;0.00
5636;Panevėžio g. 31A;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-0009-3014;3045.13;2588.70;1980;;Nerenovuotas;;71;0;1N5p;0.00
5637;Panevėžio g. 34;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-6007-9010;3255.73;2714.34;1986;;Nerenovuotas;;63;0;1A5p;0.00
5638;Panevėžio g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-6008-5018;1300.20;1036.42;1956;;Nerenovuotas;;19;0;1A4p;0.00
5639;Pašto g. 11;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);7995-3004-3013;268.70;268.70;1953;;Nerenovuotas;;6;0;1A1p;0.00
5640;Pelesos g. 11;UAB Servico;Administravimas;2018-11-08 Nr. 30-3452/18(2.1.1E-TD2);2023-11-08;Gyvenamoji (trys ir daugiau butų);1094-0278-4012;133.82;133.82;1940;;Nerenovuotas;;3;0;1A1m;0.00
5641;Pelesos g. 11;UAB Servico;Administravimas;2018-12-17 Nr. 30-3841/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0278-4023;225.00;198.73;1940;;Nerenovuotas;;6;1;2A1m;0.00
5642;Pelesos g. 13;UAB Būsto renovacijos agentūra;Administravimas;2018-11-02 Nr. 30-3408/18(2.1.1E-TD2);2023-11-02;Gyvenamoji (trys ir daugiau butų);1096-3012-1014;2219.70;1862.82;1963;;Nerenovuotas;;43;0;1A5p;0.00
5643;Pelesos g. 17;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-9014-1010;1580.11;1259.01;1959;;Nerenovuotas;;32;0;1A4p;0.00
5644;Pelesos g. 37;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0278-5014;1320.52;913.59;1940;;Nerenovuotas;;18;3;1A3p;0.18
5645;Pelesos g. 39;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1095-8016-4010;1482.05;1223.03;1958;;Nerenovuotas;;32;0;1A4p;0.00
5646;Pelesos g. 43;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-4007-0015;1555.68;1268.01;1958;;Nerenovuotas;;24;0;1A5p;0.00
5647;Pelesos g. 45;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-1024-0018;1479.44;1220.99;1961;;Nerenovuotas;;32;0;1A4p;0.00
5648;Pelesos g. 47;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1095-3005-2012;3091.10;1840.26;1953;2017;Renovuotas;B;27;3;1A3p;0.00
5649;Pelesos g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-4011-2016;2883.87;2697.60;1964;;Nerenovuotas;;127;0;1N5p;0.00
5650;Pelesos g. 7;UAB Būsto renovacijos agentūra;Administravimas;2018-11-02 Nr. 30-3408/18(2.1.1E-TD2);2023-11-02;Gyvenamoji (trys ir daugiau butų);1096-4011-3017;1974.46;1298.19;1964;;Nerenovuotas;;24;2;1A5p;0.00
5651;Pelesos g. 9;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-3012-0017;2038.23;1758.16;1963;;Nerenovuotas;;40;0;1A5p;0.00
5652;Perlojos g. 7;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0280-4015;72.50;72.50;1940;;Nerenovuotas;;3;0;1A1m;0.00
5653;Prūsų g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1099-7017-2011;3491.64;1960.10;1973;;Nerenovuotas;;44;2;1N5p;0.00
5654;Prūsų g. 14;UAB Naujininkų ūkis;Administravimas;2012-09-28 Nr. 30-1917;;Gyvenamoji (trys ir daugiau butų);1097-3008-6010;3525.89;3157.81;1973;;Nerenovuotas;;108;0;1A9p;0.00
5655;Prūsų g. 2;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1097-4011-5015;3976.14;3141.51;1974;;Nerenovuotas;;108;7;1A9p;0.00
5656;Prūsų g. 26;UAB Servico;Administravimas;2018-12-17 Nr. 30-3841/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0303-5010;159.98;159.98;1940;;Nerenovuotas;;4;0;1A1m;0.11
5657;Prūsų g. 30;UAB Ozo miestas;Administravimas;2018-12-20 Nr. 30-3907/18(2.1.1E-TD2);2023-12-20;Gyvenamoji (trys ir daugiau butų);1098-7011-2019;3125.75;2614.46;1987;;Nerenovuotas;;60;1;1A5p;0.00
5658;Prūsų g. 6;UAB Servico;Administravimas;2018-12-17 Nr. 30-3841/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0303-0013;581.55;516.12;1940;;Nerenovuotas;;14;1;1A2p;0.00
5659;Prūsų g. 8;UAB Naujininkų ūkis;Administravimas;2012-09-28 Nr. 30-1917;;Gyvenamoji (trys ir daugiau butų);1097-2008-3012;3069.90;2777.40;1972;;Nerenovuotas;;51;0;1A5p;0.00
5660;Pumpurų g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0303-7016;294.79;272.81;1940;;Nerenovuotas;;6;1;1A1m;0.09
5661;Pumpurų g. 11;UAB Rasų valda;Administravimas;2018-12-17 Nr. 30-3832/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0303-9010;135.00;135.00;1940;;Nerenovuotas;;4;0;2A1ž;0.00
5662;Pumpurų g. 24;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0304-4018;131.97;131.97;1940;;Nerenovuotas;;3;0;1A1m;0.00
5663;Pumpurų g. 4;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);1093-2003-7027;182.91;182.91;1940;;Nerenovuotas;;4;0;2A1p;0.09
5664;Pupinės g. 1;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4196-5028-4015;709.99;524.71;1965;;Nerenovuotas;;12;0;1A3p;0.00
5665;Pupinės g. 10;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-4022-2012;2400.00;2389.41;1984;;Nerenovuotas;;62;0;1A5p;0.00
5666;Pupinės g. 1A;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-3023-4017;2490.22;1934.95;1973;;Nerenovuotas;;40;0;1A4p;0.00
5667;Pupinės g. 2;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-2022-0016;2131.72;1577.24;1972;;Nerenovuotas;;36;0;1A3p;0.00
5668;Pupinės g. 3;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4196-2023-7011;702.66;566.19;1962;;Nerenovuotas;;13;0;1A3p;0.00
5669;Pupinės g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-9017-1010;1078.29;1053.36;1979;;Nerenovuotas;;39;1;1N3p;0.00
5670;Pupinės g. 7;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4197-9013-5013;2621.72;2096.79;1979;;Nerenovuotas;;47;3;1N5p;0.00
5671;Pupinės g. 8;UAB Naujininkų ūkis;Administravimas;;;Gyvenamoji (trys ir daugiau butų);4198-0018-5012;2737.02;2279.50;1979;;Nerenovuotas;;40;0;1A5p;0.00
5672;Pupinės g. 9;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);4198-0023-6012;2650.44;2197.90;1980;;Nerenovuotas;;40;0;1A5p;0.00
5673;Rodūnios kelias 21;UAB Rasų valda;Administravimas;2018-10-30 Nr. 30-3379/18(2.1.1E-TD2);2023-10-30;Gyvenamoji (trys ir daugiau butų);1094-0322-9016;200.29;200.29;1940;;Nerenovuotas;;5;0;1A1m;0.39
5674;Rodūnios kelias 24;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1099-0009-1012;3110.66;2598.81;1990;;Nerenovuotas;;61;1;1A5p;0.00
5675;Rodūnios kelias 26;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1097-1009-7015;4801.37;4515.87;1971;;Nerenovuotas;;138;1;1N5p;0.00
5676;Rodūnios kelias 28;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1096-5028-6016;1629.79;1486.58;1965;;Nerenovuotas;;69;1;1N4p;0.18
5677;Rudaminos g. 10;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-4007-6012;1476.89;1231.75;1984;;Nerenovuotas;;22;0;1A5p;0.00
5678;Rudaminos g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-3007-1019;2856.48;2302.69;1983;;Nerenovuotas;;45;0;1A5p;0.00
5679;Rudaminos g. 4;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1094-0325-1016;351.87;302.12;1940;;Nerenovuotas;;6;1;1A1ž;0.00
5680;Rudaminos g. 4;UAB Namų ūkis;Administravimas;2018-12-17 Nr. 30-3830/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0325-1027;320.42;280.25;1940;;Nerenovuotas;;8;0;2A2ž;0.00
5681;Rudaminos g. 5;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1099-2028-6013;1888.51;1576.16;1992;;Nerenovuotas;;30;0;1A5p;0.00
5682;Rudaminos g. 6;;Administravimas;;;Gyvenamoji (trys ir daugiau butų);1094-0325-2013;343.52;164.19;1940;;Nerenovuotas;;5;2;1A1m;0.00
5683;Rudaminos g. 7;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1099-2034-9015;1890.38;1578.03;1992;;Nerenovuotas;;30;0;1A5p;0.00
5684;Rudaminos g. 8;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-4007-5012;1467.86;1245.54;1984;;Nerenovuotas;;22;0;1A5p;0.00
5685;Rudaminos g. 9;UAB Namų ūkis;Administravimas;2018-12-17 Nr. 30-3830/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1094-0325-3010;186.24;186.24;1940;;Nerenovuotas;;5;0;1A1m;0.00
5686;Salininkų g. 133;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-8013-5011;3154.65;2348.90;1968;;Nerenovuotas;;54;0;1A3p;0.00
5687;Salininkų g. 143;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-6004-8010;362.10;352.75;1976;;Nerenovuotas;;8;0;1A1p;0.00
5688;Salininkų g. 91;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1098-6008-9018;161.59;150.15;1986;;Nerenovuotas;;4;0;1A1mp;0.00
5689;Šaltkalvių g. 10;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-9017-2016;3849.27;3550.79;1969;;Nerenovuotas;;126;0;1N5p;0.00
5690;Šaltkalvių g. 12;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-9017-3018;3734.07;3077.88;1969;;Nerenovuotas;;115;1;1N5p;0.00
5691;Šaltkalvių g. 18;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-0023-5018;4589.01;4242.61;1970;;Nerenovuotas;;93;0;1A5p;0.00
5692;Šaltkalvių g. 20;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1097-2013-6018;3554.85;3191.36;1972;;Nerenovuotas;;108;0;1A9p;0.00
5693;Šaltkalvių g. 22;UAB Namų priežiūros centras;Administravimas;2018-12-21 Nr. 30-3917/18(2.1.1E-TD2);2023-12-21;Gyvenamoji (trys ir daugiau butų);1097-0023-6015;4606.15;3845.45;1970;;Nerenovuotas;;80;0;1A5p;0.00
5694;Šaltkalvių g. 24;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1096-9017-5012;4659.30;3896.80;1969;;Nerenovuotas;;80;1;1A5p;0.00
5695;Šaltkalvių g. 26;UAB Orenus;Administravimas;2018-12-17 Nr. 30-3831/18(2.1.1E-TD2);2023-12-17;Gyvenamoji (trys ir daugiau butų);1096-9017-6010;4642.42;3883.82;1969;;Nerenovuotas;;80;0;1A5p;0.00
5696;Šaltkalvių g. 28;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-6016-3019;3019.90;2511.50;1966;;Nerenovuotas;;55;0;1A5p;0.00
5697;Šaltkalvių g. 34;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-7013-3012;3070.13;2571.22;1967;;Nerenovuotas;;50;0;1A5p;0.00
5698;Šaltkalvių g. 36;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-1038-6015;3147.39;2633.45;1968;;Nerenovuotas;;50;1;1A5p;0.00
5699;Šaltkalvių g. 38;UAB Naujininkų ūkis;Administravimas;2019-01-07 Nr. 30-39/19;2024-01-07;Gyvenamoji (trys ir daugiau butų);1096-6016-4016;3050.12;2534.82;1966;;Nerenovuotas;;55;0;1A5p;0.00
